Desarrollador,ID_desarrollador
HB Studios,1297
Denyu-Sha,1298
Type-Moon,1299
Tantalus,1300
CharlieH,1301
Park Place Productions,1302
BioWare Edmonton,1303
Hazelight,1304
Fields,1305
SolWorks,1306
Terri Vellmann,1307
Realtime Associates,1308
Cyclone Studios,1309
Cattle Call,1310
Game Republic,1311
Ubisoft Montreal,1312
ART Co.,1313
In2Games / Aqua Pacific,1314
Ubisoft Montpellier,1315
Free Radical Design,1316
Disney Interactive Studios,1317
New Level Software,1318
Moss,1319
ToeJam & Earl Productions,1320
Virtucraft,1321
Createch,1322
iNiS,1323
Grasshopper Manufacture,1324
Ubisoft Quebec City,1325
Tactical Development,1326
Mattel,1327
"Starsphere Interactive, Inc.",1328
Born Ready Games Ltd.,1329
Ludosity AB,1330
S-Neo,1331
Phantagram,1332
The Odd Gentlemen,1333
Maxis Software,1334
Deep Red,1335
Eighting / Raizing,1336
Vigil Games,1337
Destination Software,1338
EA Freestyle,1339
Key Game,1340
DreamCatcher Interactive,1341
TOSE Software,1342
Northway Games,1343
Farsight Technologies,1344
Mindscape Inc.,1345
Data Age,1346
RedTribe Studios,1347
Lucas Learning,1348
Easy Interactive,1349
Genuine Games,1350
Irem Corp.,1351
Skyworks Technologies,1352
Exato Games Studio,1353
Namco Bandai,1354
NEC Intechannel,1355
Nom Nom Games,1356
Papyrus,1357
Slam Games,1358
System Soft,1359
Parker Bros.,1360
989 Sports,1361
Destan Entertainment,1362
Sony Interactive Studios America,1363
Prolific,1364
Evolution Studios,1365
Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,1366
Mighty Rocket Studio,1367
AMA Studios,1368
BottleRocket Entertainment,1369
Oxygen Studios,1370
Atari Games,1371
Eugen Systems,1372
Ubisoft Shanghai,1373
HandMade Game,1374
Saurus,1375
Mistwalker Corporation / AQ Interactive,1376
Neversoft Entertainment,1377
Elektro Games,1378
Focus,1379
LTI Grey Matter,1380
Wheelhaus,1381
Rejet,1382
Acclaim,1383
Eurocom Entertainment Software,1384
Bungie Studios,1385
Grounding Inc.,1386
Acclaim?�Studios?�Salt?�Lake?�City,1387
Sanrio Digital,1388
Radical Entertainment,1389
Eidos Montreal,1390
G-Craft,1391
AI,1392
Beyond Reality,1393
Sega Sports R&D,1394
Ravenscourt,1395
Mascot Entertainment,1396
Cokem International,1397
TechnoBrain,1398
Ivory Tower,1399
Lucky Jump,1400
Incinerator Games,1401
Aspyr Media,1402
DoubleTap Games,1403
Brain Toys,1404
Spike,1405
"Z-Axis, Ltd.",1406
Obsidian Entertainment,1407
Mystique,1408
Cing,1409
Wideload Games,1410
07th Expansion,1411
Ongakukan,1412
Phoenix Interactive Entertainment,1413
ARC Entertainment,1414
Ruffian Games,1415
Psygnosis Camden Studio,1416
Givro Corporation,1417
Digital Extremes,1418
Impulse Games,1419
Re-Logic,1420
Studio Liverpool,1421
Pipeworks Software Inc.,1422
Blue Tea Games,1423
"Arcen Games, LLC",1424
Sega Racing Studio,1425
Eiconic Games,1426
Vanguard Games,1427
Human Entertainment,1428
Lost Toys,1429
DMM Games,1430
The Creative Assembly,1431
Conspiracy Entertainment,1432
Nordic Games Publishing,1433
Airtight Games,1434
Turn 10 Studios,1435
SIE London Studio,1436
Sand Grain Studios,1437
NuFX,1438
GameLab / PlayFirst,1439
First Contact Entertainment Inc.,1440
Sukeban Games,1441
Circus,1442
Ubisoft Bulgaria,1443
JoWood Productions & Piranha Bytes,1444
Mike Bithell Games,1445
Chuable Soft,1446
Smack Down Productions SARL,1447
EA Games,1448
Wicked Witch Software,1449
Game Life / Dream On Studio,1450
Griptonite Studio,1451
Ascaron Entertainment,1452
Nobilis,1453
Yamasa Entertainment,1454
Pi Studios,1455
Sometimes You,1456
Silicon Dreams,1457
Cobra Mobile,1458
Blitz Games,1459
Etranges Libellules / Neko Entertainment,1460
Cyanide Studio,1461
Nihilistic,1462
Ivolgamus UAB,1463
Irrational Games,1464
Digifloyd,1465
I-Imagine,1466
Rocket Company,1467
Opus Studio,1468
React Games,1469
Global A Entertainment,1470
Oxygen Games,1471
Midway Amusement Games,1472
Caged Element,1473
UK Magic,1474
Access Games,1475
NoWay Studio,1476
BrezzaSoft,1477
Sunflower Studios,1478
Codemasters,1479
Hammerpoint Interactive,1480
Daedalic Entertainment,1481
Blade?�Interactive,1482
Lovedelic,1483
Hammerhead,1484
SFB Games,1485
Logic Korea,1486
"Ikusabune Co., Ltd.",1487
Human Club,1488
Way Forward,1489
LTI,1490
"GULTI co.,ltd.",1491
Kadokawa Games,1492
QuinRose,1493
Locked Door Puzzle,1494
Desert Productions,1495
Brainbox Games,1496
Atomic Games,1497
ASCII Entertainment / Tirnanog,1498
Tachyon Inc.,1499
Black Isle Studios,1500
Mindware Studios,1501
Ubisoft Pune,1502
Helixe,1503
Del,1504
Konami Computer Entertainment Japan,1505
Kids Station,1506
Tindalos Interactive,1507
Atomic Planet Entertainment,1508
Good Science Studio,1509
Saru Brunei / Intelligent Systems,1510
Torus Games Pty. Ltd.,1511
4mm Games / Terminal Reality,1512
Blackfire Games,1513
Rumic Soft,1514
Boomzap,1515
Commseed,1516
Anti-Ded GameDev,1517
Polytron Corporation,1518
Experience Inc.,1519
Gogii Games,1520
PlayStation C.A.M.P.!,1521
Asobo Studios,1522
Smackdown Productions,1523
Larian Studios,1524
Acid Nerve,1525
17-Bit,1526
Humble Hearts,1527
Comfort,1528
Quintet,1529
Ambrella,1530
Planet Moon Studios,1531
Team6 Game Studios,1532
Zoink Games,1533
Hovgaard Games,1534
Riverhillsoft,1535
Rainbow Studios,1536
Bigbig Studios,1537
Slitherine Software,1538
Koei / Inis,1539
bexide,1540
Epicenter Studios,1541
Midway Studios San Diego,1542
Eagle Dynamics,1543
Griffin International,1544
Deep Space,1545
Gratuitous Games,1546
Curly Monsters,1547
Zener Works,1548
Slak Games,1549
Elixir Studios,1550
Rekoo,1551
Criterion Games,1552
KillHouse Games,1553
Behaviour Interactive Inc.,1554
Hudson,1555
Bandai Namco Games / NOW Production,1556
Equinoxe,1557
"Asmik Ace Entertainment, Inc",1558
"Anchor,?�Inc.",1559
Fountainhead Entertainment /  id Software,1560
7 Studios,1561
Four Quarters,1562
Disney Interactive,1563
Monumental Games,1564
Anco,1565
Ubisoft Milan,1566
Rebellion Developments,1567
TBD,1568
KHB-Soft,1569
ESP,1570
Red Zone Entertainment,1571
EM Studios,1572
Comcept,1573
Immersion Software & Graphics,1574
"MotiveTime, Ltd.",1575
"iWin, Inc.",1576
"Nd Cube Co., Ltd.",1577
Milkstone Studios,1578
Eurocom Entertainment Sofftware,1579
Winged Cloud,1580
EA Salt Lake,1581
Nippon Columbia,1582
Saber Interactive,1583
Doki Denki,1584
Gust,1585
Bootdisk Revolution,1586
ZigZag Island,1587
SystemSoft,1588
Vaka Game Magazine,1589
Illusion Softworks,1590
"Yuke's Co., Ltd.",1591
HexaDrive,1592
Graffiti Entertainment,1593
Point of View Inc.,1594
Sparkworkz,1595
Bugbear Entertainment,1596
Beautiful Game Studios,1597
FireForge Games,1598
Sports Director Limited,1599
Tuning Electronic,1600
M4 Entertainment,1601
Atlus,1602
Tecmo Koei Canada,1603
Runecraft,1604
PlayFirst,1605
Undead Labs,1606
Mucky Foot Productions,1607
Stalker Entertainment,1608
Prospect Games,1609
Barnstorm Games,1610
fonfun Corporation,1611
GameMill Publishing,1612
Flying Carpets Games,1613
Cooking Mama Ltd.,1614
Final Form Games,1615
Inland Productions,1616
Pegasus Japan,1617
Santaclaus,1618
"responDESIGN, Inc.",1619
Might and Delight,1620
Sonnori,1621
Big Red Software,1622
Kodots Games,1623
Ironclad Games,1624
Nintendo SPD Production Group 1/Team Ninja,1625
Lazy 8 Studios,1626
Digital Leisure Inc.,1627
Yuki Enterprise,1628
Hidden Path Entertainment,1629
El Dia,1630
Kat Games,1631
Koei,1632
Devil's Thumb Entertainment,1633
SimBin,1634
Pacific Century Cyber Works Japan,1635
Panda Indie Studio,1636
Ironhide Game Studio,1637
ADELTA,1638
Cavia Inc.,1639
Dan Dixon,1640
K2 LLC,1641
Locomotive Games,1642
DreamFactory,1643
Digital Tentacle,1644
Cherry Pop Games,1645
2K Sports,1646
989 Studios,1647
ALICE IN DISSONANCE,1648
Airship Syndicate,1649
exoSyphen Studios,1650
Tangentlemen,1651
Happy Happening,1652
HB Studios Multimedia,1653
Dmytry Lavrov,1654
High Impact Games,1655
Kuju Entertainment,1656
Blue Tongue,1657
WizarBox,1658
Relic,1659
Crawfish Interactive,1660
Nex Entertainment,1661
"Black Lantern Studios, Inc.",1662
Minds-Eye?�Productions,1663
CyberConnect2 / Cavia Inc.,1664
MTO,1665
K2 / Kurogane,1666
UBIart Montpellier,1667
New Reality Games,1668
Playstos Entertainment,1669
Vingt-et-un Systems,1670
Kyle Seeley,1671
Phoenix Games Studio,1672
stillalive studios,1673
ZackBellGames,1674
Phoenix Games,1675
Little Green Men Games,1676
RFX Interactive,1677
MagicPot,1678
neo Software,1679
New Corporation,1680
Stainless Games,1681
Kylotonn Entertainment,1682
Zoo Games,1683
Polygon Magic,1684
Playlogic Game Factory,1685
Krillbite Studio,1686
Kemco,1687
Koolhaus Games,1688
Giant Squid Studios,1689
Dancing Dots,1690
Spike Chunsoft,1691
Konami Computer Entertainment Hawaii,1692
The Code Monkeys,1693
Sonic Team/Dimps Corporation,1694
Beam Software,1695
Genuine,1696
Oddworld Inhabitans,1697
5pb. Games,1698
K Bros Games,1699
Andamiro U.S.A. Corp.,1700
1st Playable Productions / OneNine Studios,1701
Game Refuge,1702
Mistwalker Corporation / Racjin,1703
3909 LLC,1704
Adrenium Games,1705
Pendulo Studios,1706
Omega Force,1707
EA UK,1708
Team Andromeda,1709
Jupiter Corporation,1710
Sony Music Entertainment Inc.,1711
Playground Games,1712
Wolfteam / Namco Tales Studio,1713
Cocktail Soft,1714
Virtual Toys,1715
Snail Games USA,1716
Cinemaware,1717
Big Blue Box,1718
Big Deez Productions,1719
Fireproof Games,1720
Dimple Entertainment,1721
Mattel Interactive,1722
Ino-Co / 1C Company,1723
Bionic Games,1724
Junction Point Studios,1725
Pinegrow,1726
Team 6 Games Studio,1727
Firaxis Games,1728
Rockstar Games,1729
Cyber Planet,1730
EA Los Angeles,1731
"Vision?�Scape?�Interactive,?�Inc.",1732
Blue Planet Software,1733
Swing Swing Submarine,1734
"Big Blue Bubble, Inc.",1735
Avalanche Studios,1736
PAWS,1737
PUBG Corporation,1738
Imagic,1739
GCP1,1740
Koch Media,1741
SNK Playmore,1742
KCEO,1743
Visual Arts,1744
WorkJam,1745
Valve Corporation,1746
D3 Publisher,1747
Revolution (Japan),1748
RPG Video,1749
FOG (Full On Games),1750
Candle Light Studios,1751
Atari,1752
Warthog,1753
Deadline Games,1754
Sanzaru Games,1755
Global Star,1756
Reverie World Studios Inc.,1757
Luxoflux,1758
GameMill Entertainment,1759
MoeNovel,1760
Propaganda Games,1761
Mekensleep,1762
SCEI,1763
Steel Monkeys,1764
ECI,1765
Anisoptera Games,1766
Big Time Software,1767
Enjoy Gaming ltd.,1768
Abel Software,1769
Mix Max,1770
NovaLogic,1771
Digital Illusions CE,1772
GameTek,1773
Rubycone Games,1774
Iridon Interactive,1775
Game-Labs,1776
Visceral Games,1777
Marvelous / Imageepoch,1778
Krisalis Software,1779
Game Arts / Japan Art Media (JAM),1780
IR Gurus Interactive,1781
Bec,1782
Twisted Pixel Games,1783
Anatoliy Loginovskikh,1784
Tectonic Studios,1785
Toybox Games,1786
Spark Unlimited,1787
Rockstar Toronto,1788
Frame Studios Interactive,1789
Lion Game Lion,1790
Artefacts Studios,1791
Yuke's Osaka,1792
OutOfTime|OutOfCrumpets,1793
Computer Artworks,1794
Pipe Dream Interactive,1795
Overhype Studios,1796
The Method,1797
Telenet Japan / Wolfteam,1798
Nippon Ichi Software / Gust,1799
Shogakukan Production,1800
Miracle Positive,1801
Capcom Production Studio 8,1802
Babylon Software,1803
Dramatic Create,1804
Creative Pattern,1805
Next Entertainment,1806
Paprikari,1807
Insomniac Games,1808
Midway Games,1809
Slightly Mad Studios,1810
House On Fire,1811
Sega-AM3,1812
Argonaut Software,1813
Merscom LLC,1814
Kinto Games LLC,1815
Lighthouse Games Studio,1816
Black Lime Games,1817
Just Add Monsters,1818
Matt Thorson,1819
VSTEP,1820
G Artist,1821
Mimimi Productions,1822
Black Tower Studios,1823
"TechnoSoft Co., Ltd.",1824
Bedlam Games,1825
Human Head Studios,1826
WayForward Technologies,1827
Impressionware SRL,1828
Big Grub,1829
Six by Nine,1830
Triple-Star Studio,1831
Volition,1832
Artech Digital Entertainment,1833
Pioneer LDC,1834
Lionhead Studios,1835
Pack-In-Video,1836
BestGameEver.com,1837
Cranky Pants Games,1838
Zoe Mode / HB Studios,1839
Arc Developments,1840
NMS Software,1841
Backbone Entertainment,1842
Virtuos,1843
Mud Duck Productions,1844
Retro Affect,1845
GungHo Online Entertainment,1846
The Coalition,1847
Sucker Punch,1848
Yacht Club Games,1849
Sacnoth,1850
Offworld Industries,1851
Hyper-Devbox,1852
Lamina Studios,1853
Centuri,1854
ImageBuilder Software,1855
Boss Game Studios,1856
LucasArts,1857
Other Ocean Interactive,1858
Page 44,1859
Hothouse Creations,1860
ZeroDiv,1861
Sarbakan,1862
Firaxis,1863
Llamasoft,1864
Realmforge Studios,1865
Spiderweb Software,1866
OBLONE Software,1867
SirTech,1868
JV Games,1869
Entergram,1870
Nucleosys,1871
Buka Entertainment,1872
Acclaim Entertainment,1873
Kogado Software Products,1874
Graphic Research,1875
Monomi Park,1876
Zushi Games Ltd,1877
SIE Santa Monica Studio,1878
Artex Software,1879
Liquid Entertainment,1880
Freeze Tag,1881
Hinterland Studio Inc.,1882
Mistic Software,1883
Regista,1884
Pax Softonica,1885
Sega WOW Overworks,1886
MLB.com,1887
Zoonami Ltd.,1888
Nintendo EAD,1889
Mana Comp. Soft.,1890
Advanced Technology Group,1891
Webfoot Technologies,1892
Meyer/Glass Interactive,1893
Cornfox & Brothers,1894
Halfbrick Studios,1895
Mass Media Inc.,1896
Crafts & Meisters,1897
Sega,1898
QCF Design,1899
Gameloft,1900
PawaPuro Productions,1901
Relentless Software,1902
Ubisoft Reflections,1903
Game Arts,1904
Max Five,1905
Amaze,1906
Exact,1907
BiArt,1908
Kheops Studio,1909
Rockstar London,1910
GREZZO,1911
Kite Games,1912
White Birds Productions,1913
Mercury Steam Entertainment,1914
CCP,1915
Headgate,1916
Media Works,1917
Hitcents,1918
Metropolis Software,1919
Playtonic Games,1920
SuperVillain Studios,1921
Headgate Studios,1922
Stealth Studios,1923
Namco Tales Studio / Wolfteam,1924
Artefacts Studio,1925
United Coders,1926
Bam Entertainment,1927
Barking Lizards,1928
GameLab,1929
Fusionsphere Systems / Animation Arts,1930
Studio MDHR,1931
Answer Software,1932
Yumedia,1933
Killaware,1934
BioWare,1935
Big Sandwich Games,1936
Enlight Software,1937
Burst Studios,1938
Big Blue Bubble,1939
Ready at Dawn,1940
Enterbrain,1941
Stellar Entertainment,1942
ZeptoLab,1943
HuneX,1944
Haydee Interactive,1945
Beatnik Games,1946
XPEC,1947
iMel,1948
GSC Game World,1949
Adrenium,1950
Attractive Games,1951
Nightlight Studios,1952
TBA,1953
Metro Corporation,1954
Pixel Arts,1955
Red Wagon,1956
Onion Egg,1957
Hasbro Interactive,1958
Magic Pockets,1959
Massive Entertainment,1960
Surreal Software,1961
Hothead Games,1962
Sugar & Rockets,1963
Gammick Entertainment,1964
Salu Ltd.,1965
Kaos Studios,1966
Ving,1967
A2M,1968
Signal Studios,1969
Zoe Mode,1970
2K Czech,1971
Jorudan,1972
Genki,1973
Wolfteam,1974
Slant Six,1975
Big Sky Software,1976
DoubleBear Productions,1977
Terryglyph Interactive Studios,1978
Icon Games,1979
Certain Affinity / Valve Software,1980
Cygames,1981
Runner Duck,1982
Digital Illusions (DICE),1983
Zoo Entertainment Inc.,1984
Tecmo Koei Games,1985
"Treasure Co., Ltd.",1986
Xing Inc.,1987
Miracle Designs,1988
Panic Button,1989
HMH Hamburger Medien Haus,1990
Epoch,1991
Headup Games / Crenetic,1992
Uber Entertainment,1993
Starfish,1994
Lonely Troops,1995
20th Century Fox Video Games,1996
Studio Archcraft,1997
Pony Canyon,1998
Magenta Software,1999
Farmind Ltd,2000
Focus Home Interactive,2001
FAKT Software GmBH,2002
ISCO,2003
Farm 51,2004
Bluepoint Games,2005
Enlight Software Ltd.,2006
Knowledge Adventure Inc.,2007
Atlus Co.,2008
Mac Play,2009
Piacci,2010
Landfall West,2011
Press Play,2012
Bitmap Bureau,2013
Ninja Theory,2014
SaintHeiser,2015
Double Fine Productions,2016
Matrix Software / RED Entertainment,2017
Ensemble Studios,2018
Team Dakota,2019
Rockstar San Diego,2020
Nitro+,2021
Team Land Ho!,2022
Dragonstone Software,2023
Imagineer,2024
Light Weight,2025
Dreamworks Games,2026
Transmission Games,2027
Sports Interactive,2028
Beautiful Glitch,2029
Frozen Codebase,2030
Vir2L Studios,2031
Scholastic Inc.,2032
Colossal Pictures,2033
"Quicksilver Software, Inc.",2034
Monstars Inc.,2035
Iron Galaxy,2036
Acquire,2037
Strawdog Studios Ltd.,2038
Nihon Falcom Corporation,2039
Alpine Studios,2040
SomaSim,2041
FireFly Studios,2042
Sandswept Studios,2043
Mastiff,2044
Scholastic Media,2045
Cauldron Ltd.,2046
Sunrise Interactive,2047
Success,2048
"Powerhead, LLC",2049
Independent Arts,2050
Midway Studios - Austin,2051
Office Create,2052
Moon Studios,2053
Fox Interactive,2054
Gem International Corporation,2055
Jetdogs Studios,2056
Daiichi,2057
Hamster Corporation,2058
Mindscape,2059
Chat Noir,2060
Visual?�Sciences?�Ltd.,2061
Tubby Games,2062
Funatics Software,2063
Operetta Due,2064
"RedLynx, Ltd.",2065
Lose,2066
Abstraction Games,2067
Double Helix Games,2068
"Million Co., Ltd.",2069
EKO Software,2070
Croteam,2071
Kando Games,2072
Gesen 18,2073
Iron Lore Entertainment,2074
Eden Studios,2075
Games Farm,2076
EA Black Box,2077
Tom Create,2078
Ubisoft Montreal / Annecy,2079
Cleverweek,2080
Big John Games,2081
Epic Games,2082
The Behemoth,2083
Sensory Sweep Studios,2084
Big Fish Games / LDW,2085
Rare Ltd.,2086
Technos,2087
W!Games,2088
Sonic Team,2089
Shift,2090
Zoom Inc.,2091
Ratbag,2092
Vanguard,2093
eV Interactive,2094
Blender Games,2095
Braingame,2096
Yager Development,2097
Three Gates,2098
Frozen North Productions,2099
Team .366,2100
Just Sims,2101
DJMAX Sound Lab Team,2102
Blue Side,2103
Volition Inc.,2104
HONEY PARADE GAMES,2105
Gottlieb,2106
StarSystemStudios,2107
Bullfrog,2108
Cing Inc. / Town Factory,2109
Digital Anvil,2110
Acclaim Studios Teesside,2111
SuperBot Entertainment,2112
The Workshop,2113
Digital Sun,2114
Irem Software Engineering,2115
Yuke's Future Media Creators,2116
"mixi, Inc",2117
10tacle Studios AG,2118
Seibu Kaihatsu Inc.,2119
Starpath Corp.,2120
"Concrete Software, Inc.",2121
Heart Beat,2122
Valve,2123
Williams Entertainment Inc.,2124
Gakken Kyouiku Shuppan,2125
One Man Band,2126
Hitbox Team,2127
Chaos Concept,2128
Feng,2129
Any Channel,2130
"Pai,?�Inc",2131
Parallax Software,2132
iiWin,2133
NGD Studios,2134
Ertain,2135
Cave Barn,2136
EKO System,2137
Magical Company,2138
Norbert Palacz,2139
id Software,2140
Cohort Studios,2141
Beyond Games,2142
Avalanche Software,2143
Chris Sawyer,2144
Most Wanted Entertainment,2145
Gunfire Games,2146
SSI,2147
Kyy Games,2148
The Balance Inc,2149
Infinite Ventures,2150
Hellbent Games,2151
SourceNext,2152
Monkey Bar Games,2153
Visual Science,2154
Camouflaj,2155
Necrophone Games,2156
NEKO Entertainment Yullaby,2157
O-TWO inc.,2158
SCE Japan Studio,2159
Cyan Worlds,2160
Telenet,2161
Big Ant Studios,2162
Buzz Monkey Software,2163
Namco Bandai Games America,2164
Kerberos Productions Inc.,2165
Daoka,2166
epics,2167
Illusions Game Company,2168
Artoon,2169
TML Studios,2170
Gulti,2171
Seta Corporation,2172
Butterscotch Shenanigans,2173
Ubisoft Bucharest,2174
Treyarch,2175
MumboJumbo,2176
Starbreeze Studios AB,2177
Headstrong Games,2178
Nintendo Software Technology Corporation,2179
Kokolo Corporation,2180
Artificial Studios,2181
Playdead,2182
Flip Flop Production,2183
Zombie Studios,2184
Z-Axis,2185
Digital Eclipse,2186
KCEJ,2187
City Connection,2188
Armor Project/Bird Studio,2189
d3t Ltd,2190
Gaijin Entertainment,2191
Culture Publishers,2192
Defiant Development,2193
Tikipod,2194
Aspyr,2195
"Asmik Ace Entertainment, Inc.",2196
Hydravision Entertainment,2197
DeXP,2198
Codemasters Birmingham,2199
Black?�Ops?�Entertainment,2200
Metro Graphics,2201
Spike / DreamFactory Ltd.,2202
Introversion Software,2203
InXile Entertainment,2204
Twelve Games,2205
KCEA,2206
Produce!,2207
Ubisoft Barcelona / Ubisoft Reflections,2208
Groove Box,2209
Marvelous Entertainment,2210
Triangle Service,2211
FUN Labs,2212
Ride On,2213
Mobilero,2214
0verflow,2215
Trendy Entertainment,2216
Project Sora,2217
Data Design Interactive,2218
Flagship,2219
Rocksteady Studios,2220
Trickstar Games,2221
Iron Galaxy Studios,2222
Eighting,2223
HumaNature Studios,2224
Delphine Software International,2225
Namco Bandai Games / Celius,2226
Serious Brew,2227
Max Design,2228
TT Fusion,2229
Trickjump Games Ltd,2230
ARIA,2231
GameCo Studios,2232
D-Pad Studios,2233
Sprite,2234
Sega CS3,2235
Landfall,2236
United Front Games,2237
Blue Castle Games,2238
Access,2239
SKONEC Entertainment,2240
Conspiracy Entertainment Corporation,2241
Ska Studios,2242
EightyEightGames,2243
Keen Games,2244
Sega Rosso,2245
Blitz Game Studios,2246
Codo Games,2247
Replay Studios,2248
Frogmind,2249
EA Chicago,2250
1st Playable Productions,2251
Tempest Software,2252
Mercury Steam / Alchemic Productions,2253
Media Kite,2254
ESP Software,2255
Hudson Soft,2256
Team Meat,2257
Edge of Reality,2258
Modulaatio Games,2259
IE Institute,2260
H2O?�Entertainment,2261
Pocket Studios,2262
Marvelous Interactive,2263
Taito,2264
Artificial Mind and Movement,2265
Iridon Interactive AB,2266
Konami Digital Entertainment,2267
"Jellyvision, Inc.",2268
Mommy's Best Games,2269
Arcen Games,2270
Indi Software,2271
HB Studios Multimedia Limited,2272
Sierra Entertainment,2273
Berserk Games,2274
Galaxy Trail,2275
"Dark Water Studios, Ltd.",2276
Ignition Banbury,2277
MindSpan,2278
Freebird Games,2279
Humongous Entertainment,2280
Bisty,2281
Traveller's Tales,2282
Tigervision,2283
Unigine Corp,2284
MichaelSoft,2285
Avalon Hill,2286
Tivola,2287
Jupiter Multimedia,2288
EA?�Canada,2289
Ubisoft Romania,2290
Aruze Corp,2291
Big Bang,2292
Carpace,2293
Torus Games,2294
Capcom Production Studio 4,2295
Bomb,2296
A.Y.std,2297
Majesco,2298
Revolution Software,2299
Matthew Brown,2300
Eutechnyx,2301
Sony Marketing,2302
Supersonic Software,2303
Ilex Games,2304
Million,2305
Kalypso,2306
Angry Mob Games,2307
Super Empire,2308
THQ,2309
Liquid Dragon Studios,2310
TopWare Interactive,2311
Totally Games,2312
CodeFire,2313
Black Hole Games,2314
Handheld Games,2315
2XL Games,2316
Seragam,2317
Sinister Games,2318
InterActive Vision Games,2319
Idea Factory,2320
B-Alive,2321
Q-Games,2322
"Kogado Studio, Inc.",2323
Axela,2324
Runtime,2325
Software Creations,2326
Agharta Studio,2327
BreakAway Games,2328
Naughty Dog,2329
EKO,2330
Sledgehammer Games,2331
Headlock,2332
SCE San Diego Studio,2333
Felistella,2334
Breakpoint Studio,2335
Sony Online Entertainment,2336
THQ Nordic,2337
ImaginEngine,2338
Wargaming.net,2339
Red Barrels,2340
EnjoyUp Games,2341
Tarsier Studios,2342
Stainless Steel Studios,2343
2K Shanghai,2344
High Moon Studios,2345
Reality Pump,2346
DL Softworks,2347
Just Add Water,2348
Igrodelsky,2349
Crim,2350
Strangelite,2351
KCE Tokyo Inc,2352
Minds-Eye Productions,2353
Puppy Games,2354
Sam Barlow,2355
Fresh 3D,2356
WitchCraft,2357
"Orbital Media, Inc.",2358
ClockStone,2359
Platinum Egg,2360
Indies Zero,2361
BAM! Entertainment,2362
Visual Concepts,2363
I*Motion,2364
Ronin Entertainment,2365
Radius9,2366
Dearsoft,2367
Camelot Software Planning,2368
Rockstar Vancouver/Mad Doc Software,2369
From Software,2370
Solutions 2 Go,2371
Collision Studios,2372
Aqua Plus,2373
Gameinvest,2374
Millenium Interactive,2375
Europress,2376
Apollo,2377
Infogrames Sheffield / Team17 Software,2378
William's Entertainment,2379
Big Red Button,2380
Nippon Cultural Broadcasting eXtend,2381
Creative Reality,2382
GR3 Project,2383
WideScreen Games,2384
IGGYMOB,2385
Exient Ltd.,2386
Barking Lizards Technologies LLC,2387
SpiderMonk,2388
Team Ramrod,2389
Studio 33,2390
Red Tribe,2391
Blendo Games,2392
Nippon Ichi Software,2393
XYLA Entertainment,2394
Soleil Software Studio Inc.,2395
Neko Entertainment,2396
FASA Studio,2397
Rage Software,2398
Single Trac,2399
Stage Clear Studios,2400
NanaOn-Sha,2401
Ubisoft Annecy,2402
Prideful Sloth,2403
VIS Entertainment,2404
Alice Soft,2405
Griptonite Games,2406
Arts Software,2407
Warner Bros. Interactive Entertainment,2408
Ricotta,2409
Ascaron,2410
CokeM Interactive,2411
Maschinen-Mensch,2412
Eidos Studios Hungary,2413
Blackbird Interactive,2414
SmartDog,2415
SME Dynamic Systems Limited,2416
Interchannel-Holon,2417
Gear Head Entertainment,2418
Quadriga Games,2419
DONTNOD Entertainment,2420
Namco Tales Studio,2421
Jet Black Games,2422
SCEE London Studio / Zoe Mode,2423
Nuked Games,2424
Flying Wild Hog,2425
WBIE,2426
Namco / Team MelFes,2427
Sonalysts Combat Simulations,2428
Gray Matter,2429
NetherRealm Studios,2430
King of the Jungle,2431
Black Ops Entertainment,2432
O3 Entertainment,2433
Beenox,2434
Zombie?�Studios,2435
Fuse Games Limited,2436
ACE Team,2437
Xuse,2438
Silicon Studio,2439
Best Way,2440
Ubisoft Toronto,2441
David Szymanski,2442
Southend Interactive,2443
Newcom,2444
Mistic Studios,2445
Melbourne House Pty Ltd.,2446
UNiSONSHIFT,2447
Jack of All Games,2448
Alcot,2449
Turbine Inc.,2450
Namco Bandai Games,2451
Criterion,2452
Aardvark Software,2453
NEXT Studios,2454
Warp,2455
Shaba Games / Treyarch,2456
AKABEi SOFT2,2457
7thChord,2458
BudCat Creations,2459
SNK Playmore Corporation,2460
MASA Group,2461
Milkstone Studios S.L.,2462
Midway Studios Newcastle,2463
Monte Cristo Multimedia,2464
Altron,2465
ACES Studio/Microsoft Game Studios,2466
minori,2467
Dovetail Games,2468
Sonic Powered,2469
Griptonite,2470
G1M2,2471
H2O Interactive,2472
FeelPlus,2473
Black Box Games,2474
Qute Corporation,2475
Circus Freak,2476
Studio Gigante,2477
Konami Computer Entertainment Shinjuku,2478
Ubisoft Paris,2479
Simon & Schuster Interactive,2480
"2015, Inc.",2481
ASa Project,2482
Ivanovich Games,2483
Cave Barn Studios,2484
Ubisoft,2485
Arika,2486
Sweets,2487
Moonstone,2488
Guildford Studio,2489
G.Rev,2490
Mastertronic,2491
Level 5 / Armor Project,2492
Media.Vision,2493
Rokumendo,2494
Supermassive Games Ltd.,2495
Barking Lizards Technologies,2496
Marvelous Games,2497
Planning Office Wada,2498
Unknown Worlds Entertainment,2499
2D Boy,2500
League of Geeks,2501
Aki Corporation,2502
David Williamson,2503
Dream Factory,2504
PES Productions,2505
Spellbound Entertainment AG,2506
